residual
-1387.712131642711
-4047.5558803304957
-527.0630428816476
219.68248990943903
-1343.5815086313996
-192.28502151262364
-679.4904642174442
-788.991555943936
-3097.9214513217667
-1640.072888724906
2748.972693456966
-3171.199637652986
1207.115257959853
92.99452987531913
-699.4043551442046
-2650.2368927994867
-1715.2202349699764
1595.9020549432062
-2154.604808992517
76.3422959996933
-1131.598380833464
-1112.1273300493267
-2934.040125045791
-926.9984425883631
2671.920890492853
-216.0953308762546
-72.8209287747195
-131.5029600003436
474.4537288667998
-3770.840600284995
1596.0101740061
3567.057344808465
-517.8802463397733
-4182.710893412179
70.37715576572009
-1973.044950107018
-867.2743651878409
1446.8191668869767
2766.6561749577195
-1059.0651463608192
-2610.4797397817274
-1100.2956842647436
-1842.8608309339215
-4032.560840384198
113.51611860393314
1880.627372365656
4725.917830826915
1275.1212567560942
2141.847789375679
-875.5523748469204
-398.1542309910583
-64.18884334715403
-908.4719193285673
-4264.35963169748
-324.5186165893356
-1696.6390018940183
-513.2770244291241
-1442.779192150796
-1438.1778024934683
5049.3947154337
281.4507067106533
1159.8069227954911
5387.4346100825205
2267.5795044675397
-2788.7564850849085
1345.3537678009961
2713.1775283563256
6.276648613238649
-1912.0755285924752
-990.2313644583774
2375.7463319549643
-4248.613837703921
4031.3109816990727
3455.8156216061834
1540.3768648516925
-3317.29145084638
680.1093952812371
-1713.8079259112055
-5259.99069194241
-404.70251731370445
1958.2880166025097
1441.0677312304833
2005.813554895758
-2586.2593048124145
-507.99125738452494
-2697.34223324453
1378.5298000355215
5066.2665250831815
2881.388541099739
1608.0094666670702
521.2781978786879
-517.6628636556488
-2416.5140620864186
189.68477873475786
3245.6219616414164
207.72822829355573
-184.68647849663103
-2143.0735481877346
978.9867584887506
1003.6108325538007
4819.356716079383
5599.713748480695
-1980.8982155991034
-2006.1916079082512
-602.2706017120581
-1171.3862957192541
-1071.4424563776483
2299.9986072278334
3033.8509089131185
3048.3459760475307
2553.504677019875
933.4039296053452
-1249.2377197312235
-1779.8753992423299
-998.6097454508417
4706.137916865875
307.59467461800523
-619.4033844759688
-1023.5716664531428
-391.77941203675437
-3104.1720314574195
523.4614823675292
1152.7327313853712
1462.5508978845464
128.00485273164668
-300.74038528245
1035.4394031632692
269.48026057550305
1639.6440708761293
5531.051181497889
-148.5539100479291
2458.374749200848
317.2760099603256
-1563.9321108234944
-4860.577487709776
-157.84446683534406
4389.905226826868
-699.0424615863158
-1923.267507194716
62.82308691455546
-1085.9948961794726
-930.9020480823747
